LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtFinType1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,YrSold,SalePrice
86,10380,IR1,Inside,SawyerW,1Fam,2Story,7,5,1986,1987,Plywood,CBlock,LwQ,1502,2730,2,1,4,Gd,8,1,Attchd,2,2007,301000
49,5820,Reg,Inside,OldTown,1Fam,1Story,3,8,1955,2005,VinylSd,CBlock,ALQ,1162,1163,1,0,3,TA,6,0,Attchd,1,2006,126175
96,11275,Reg,Corner,NAmes,1Fam,SLvl,7,7,1967,2007,Wd Sdng,CBlock,Unf,710,2978,2,1,5,Gd,11,1,BuiltIn,2,2010,242000
50,5000,Reg,Inside,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,MetalSd,CBlock,BLQ,720,803,1,0,2,TA,5,0,Detchd,2,2007,87000
32,10846,IR1,CulDSac,Veenker,TwnhsE,1Story,8,5,1993,1993,BrkFace,PConc,GLQ,1719,1719,1,1,1,Gd,6,2,Attchd,2,2008,324000
80,11600,Reg,Inside,NAmes,1Fam,1Story,6,5,1960,1960,Wd Sdng,CBlock,Rec,1383,1383,1,1,3,TA,7,0,Attchd,1,2006,145250
,11888,IR1,Inside,BrkSide,1Fam,2.5Unf,6,6,1916,1994,Wd Sdng,BrkTil,Unf,844,2134,2,0,5,Gd,10,0,Detchd,2,2009,214500
60,6402,Reg,Corner,IDOTRR,1Fam,2Story,5,5,1920,1950,Wd Sdng,PConc,Unf,596,1192,1,0,3,TA,6,0,Detchd,1,2009,78000
,10624,IR1,Inside,NAmes,Duplex,1Story,5,4,1964,1964,HdBoard,CBlock,GLQ,1728,1728,2,0,6,TA,10,0,Detchd,1,2007,119000
70,8176,Reg,Inside,NAmes,1Fam,1Story,5,6,1958,1992,Wd Sdng,CBlock,Rec,1056,1056,1,0,3,TA,6,0,Attchd,1,2007,139000
85,10655,IR1,Inside,NridgHt,1Fam,1Story,8,5,2003,2004,VinylSd,PConc,GLQ,3206,1629,2,0,3,Gd,7,1,Attchd,3,2009,284000
59,8198,Reg,FR3,NridgHt,TwnhsE,1Story,7,5,2004,2004,VinylSd,PConc,GLQ,1358,1358,2,0,2,Gd,6,1,Attchd,2,2008,207000
59,9042,IR1,Inside,Gilbert,1Fam,2Story,6,5,1998,1998,VinylSd,PConc,GLQ,943,1638,2,1,3,TA,7,2,Attchd,2,2008,192000
,164660,IR1,Corner,Timber,2fmCon,1.5Fin,5,6,1965,1965,Plywood,CBlock,ALQ,1499,1786,2,0,3,TA,7,2,Attchd,2,2008,228950
86,14157,IR1,Corner,StoneBr,1Fam,1Story,9,5,2005,2006,VinylSd,PConc,GLQ,1922,1922,2,0,3,Gd,8,1,Attchd,3,2007,377426
70,9135,Reg,Inside,CollgCr,1Fam,1Story,7,5,2002,2003,VinylSd,PConc,GLQ,1536,1536,2,0,3,Gd,7,0,Attchd,2,2008,214000
91,14145,Reg,Corner,NWAmes,1Fam,1Story,7,7,1984,1998,Wd Sdng,CBlock,ALQ,1208,1621,2,0,3,Gd,8,0,Attchd,2,2006,202500
66,12400,IR1,Inside,NAmes,1Fam,1Story,6,7,1958,1998,Wd Sdng,CBlock,Rec,1215,1215,1,0,3,TA,6,0,Attchd,1,2009,155000
85,14191,Reg,Inside,Timber,1Fam,2Story,8,5,2002,2002,VinylSd,PConc,Unf,967,1908,2,1,4,Gd,9,0,Attchd,2,2010,202900
60,8400,Reg,Inside,SawyerW,1Fam,1Story,4,4,1950,1950,Wd Sdng,CBlock,Unf,721,841,1,0,2,TA,4,0,CarPort,1,2009,82000
,8544,Reg,Inside,NAmes,Duplex,1Story,3,4,1949,1950,Stucco,Slab,NA,0,1040,2,0,2,TA,6,0,Detchd,2,2006,87500
63,8849,IR1,Inside,NridgHt,TwnhsE,1Story,9,5,2005,2005,MetalSd,PConc,GLQ,1684,1684,2,0,2,Ex,6,1,Attchd,2,2008,266000
36,2592,Reg,Inside,MeadowV,TwnhsE,2Story,5,3,1976,1976,CemntBd,CBlock,Rec,536,1112,1,1,3,TA,4,0,Attchd,1,2010,85000
65,6435,Reg,Inside,BrkSide,1Fam,1.5Fin,6,5,1939,1950,MetalSd,BrkTil,Unf,972,1577,1,0,3,Fa,6,1,Detchd,1,2006,140200
,12772,IR1,CulDSac,NAmes,1Fam,1Story,6,8,1960,1998,MetalSd,CBlock,BLQ,958,958,1,0,2,TA,5,0,Attchd,1,2007,151500
,17600,IR1,Inside,NAmes,1Fam,1Story,6,5,1960,1960,Wd Sdng,CBlock,BLQ,1478,1478,2,0,3,TA,6,2,Attchd,2,2009,157500
36,2448,Reg,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,VinylSd,PConc,GLQ,764,1626,2,1,2,Gd,6,0,BuiltIn,2,2008,154000
56,20431,IR2,Inside,NridgHt,1Fam,2Story,9,5,2005,2006,CemntBd,PConc,GLQ,1848,2728,2,1,4,Ex,10,2,Attchd,3,2006,437154
68,7820,IR1,Inside,NridgHt,TwnhsE,1Story,9,5,2007,2007,MetalSd,PConc,Unf,1869,1869,2,0,2,Ex,6,1,Attchd,2,2007,318061
,5271,IR1,Inside,ClearCr,1Fam,1Story,7,5,1986,1986,Wd Sdng,PConc,GLQ,1453,1453,1,1,2,Gd,6,1,Attchd,2,2006,190000
60,9084,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1941,1950,VinylSd,CBlock,LwQ,616,1111,1,0,3,TA,5,0,Detchd,1,2008,95000
60,8520,Reg,Inside,OldTown,1Fam,1Story,6,8,1928,2003,VinylSd,BrkTil,Unf,624,720,1,0,2,TA,5,0,Detchd,2,2010,105900
60,8400,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,1940,2000,Wd Sdng,CBlock,LwQ,940,1595,1,0,2,TA,6,2,Attchd,1,2006,140000
105,11249,IR2,Inside,CollgCr,1Fam,1Story,6,5,1995,1995,VinylSd,PConc,ALQ,1200,1200,2,0,3,Gd,6,0,Attchd,2,2007,177500
,9248,IR1,Inside,Gilbert,1Fam,1Story,6,6,1992,1992,HdBoard,PConc,GLQ,1158,1167,2,0,3,Gd,6,0,Attchd,2,2009,173000
44,4224,Reg,Inside,MeadowV,TwnhsE,1Story,5,5,1976,1976,CemntBd,PConc,ALQ,1142,1142,1,1,3,TA,6,1,Attchd,2,2007,134000
92,6930,IR1,Inside,ClearCr,1Fam,SLvl,5,4,1958,1958,Wd Sdng,CBlock,BLQ,1062,1352,1,0,3,Gd,6,0,BuiltIn,1,2006,130000
78,12011,IR1,CulDSac,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,PConc,GLQ,1086,1924,2,1,3,Gd,7,1,Attchd,2,2006,280000
,7540,IR1,CulDSac,Mitchel,1Fam,SFoyer,6,6,1978,1978,VinylSd,CBlock,GLQ,888,912,1,0,2,TA,5,1,Attchd,2,2007,156000
,9144,Reg,Inside,BrkSide,1Fam,1.5Fin,5,5,1940,1982,MetalSd,CBlock,Rec,883,1505,1,0,3,TA,8,0,Detchd,1,2008,145000
64,7301,Reg,Corner,Edwards,1Fam,SFoyer,7,5,2003,2003,HdBoard,Slab,NA,0,1922,3,0,4,Gd,7,1,BuiltIn,2,2009,198500
21,1680,Reg,Inside,BrDale,Twnhs,2Story,6,8,1972,2007,HdBoard,CBlock,ALQ,483,987,1,1,2,Gd,5,0,Detchd,1,2009,118000
,18800,IR1,FR2,NWAmes,1Fam,2Story,6,5,1976,1976,HdBoard,PConc,GLQ,796,1574,2,1,3,TA,6,1,Attchd,2,2006,190000
59,10690,Reg,Inside,IDOTRR,1Fam,2Story,5,7,1920,1997,VinylSd,CBlock,Rec,672,1344,1,0,3,TA,6,0,Detchd,1,2009,147000
,9500,IR1,Inside,NAmes,1Fam,1Story,6,5,1963,1963,Plywood,CBlock,BLQ,1394,1394,1,1,3,TA,6,2,Attchd,2,2009,159000
101,9150,IR1,Corner,NAmes,1Fam,SLvl,6,5,1962,1962,Plywood,CBlock,GLQ,1099,1431,1,0,3,TA,6,1,Basment,1,2008,165000
78,7800,Reg,Inside,NAmes,1Fam,1Story,5,6,1954,1954,HdBoard,PConc,LwQ,1268,1268,1,0,2,TA,7,1,Attchd,1,2010,132000
,9830,IR1,Corner,NAmes,1Fam,1Story,5,7,1959,2006,Wd Sdng,CBlock,ALQ,1063,1287,1,0,3,Gd,7,1,Detchd,2,2010,162000
,8121,IR1,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,PConc,Unf,953,1664,2,1,3,TA,7,1,Attchd,2,2006,172400
80,17120,Reg,Inside,ClearCr,1Fam,1.5Fin,4,4,1959,1959,WdShing,CBlock,NA,0,1588,2,0,4,TA,7,1,Detchd,2,2008,134432
50,7175,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1984,1984,Plywood,CBlock,ALQ,744,752,1,0,2,TA,4,0,Attchd,1,2010,125000
79,10634,Reg,Inside,NAmes,1Fam,1Story,5,6,1953,1953,MetalSd,PConc,BLQ,608,1319,1,0,3,TA,5,0,Attchd,1,2009,123000
65,8200,Reg,Inside,CollgCr,1Fam,2Story,7,5,2003,2004,VinylSd,PConc,Unf,847,1928,2,1,4,Gd,8,1,BuiltIn,2,2007,219500
,10020,IR1,Inside,Edwards,1Fam,1Story,1,1,1922,1950,Wd Sdng,BrkTil,BLQ,683,904,0,1,1,Fa,4,0,NA,0,2009,61000
57,8846,IR1,CulDSac,CollgCr,1Fam,SFoyer,5,5,1996,1996,VinylSd,PConc,GLQ,870,914,1,0,2,TA,5,0,Detchd,2,2006,148000
102,11143,IR1,Corner,Somerst,1Fam,2Story,8,5,2004,2005,CemntBd,PConc,Unf,1580,2466,3,0,4,Gd,8,1,Attchd,2,2007,340000
88,11394,Reg,Corner,StoneBr,1Fam,1Story,9,2,2010,2010,VinylSd,PConc,GLQ,1856,1856,1,1,1,Ex,8,1,Attchd,3,2010,394432
60,8123,IR1,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,PConc,Unf,982,1800,2,1,3,TA,7,1,Attchd,2,2009,179000
50,5000,Reg,Inside,SWISU,1Fam,1.5Fin,5,6,1924,1950,BrkFace,BrkTil,LwQ,1026,1691,2,0,3,Gd,6,1,Detchd,1,2010,127000
60,7200,Reg,Inside,Somerst,1Fam,1Story,7,5,2006,2006,VinylSd,PConc,Unf,1293,1301,2,0,2,Gd,5,1,Attchd,2,2006,187750
79,9245,IR1,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,Unf,939,1797,2,1,3,Gd,8,0,Attchd,2,2007,213500
60,9000,Reg,Corner,SawyerW,1Fam,1.5Unf,6,3,1928,1950,Wd Sdng,BrkTil,Unf,784,784,1,0,2,TA,5,0,Detchd,2,2009,76000
,53107,IR2,Corner,ClearCr,1Fam,2Story,6,5,1992,1992,HdBoard,PConc,GLQ,1580,1953,2,1,3,Gd,9,2,Attchd,2,2007,240000
43,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,2004,2005,VinylSd,PConc,GLQ,1256,1269,2,0,2,Gd,6,1,Attchd,2,2010,192000
58,8410,Reg,FR2,Edwards,1Fam,1.5Fin,5,3,1910,1996,Wd Sdng,PConc,Unf,658,1184,1,0,5,TA,8,0,NA,0,2006,81000
72,7200,Reg,Inside,Edwards,1Fam,SLvl,6,6,1976,1976,MetalSd,CBlock,ALQ,1041,1125,1,0,3,TA,6,1,Detchd,1,2009,125000
93,9382,IR1,CulDSac,CollgCr,1Fam,1Story,7,5,1999,2000,VinylSd,PConc,Unf,1468,1479,2,0,3,Gd,6,0,Attchd,2,2008,191000
96,12474,Reg,Inside,NridgHt,1Fam,2Story,10,5,2007,2008,VinylSd,PConc,GLQ,1682,2332,2,1,3,Ex,9,1,BuiltIn,3,2008,426000
50,8405,Reg,Inside,Edwards,1Fam,1.5Fin,5,8,1900,1950,MetalSd,BrkTil,Rec,861,1367,1,0,4,TA,7,0,Detchd,1,2008,119000
71,12209,IR1,CulDSac,Mitchel,1Fam,2Story,6,5,2001,2002,VinylSd,PConc,ALQ,804,1961,2,1,3,Gd,7,1,BuiltIn,2,2009,215000
,8339,IR1,Inside,NAmes,1Fam,1Story,5,7,1959,1959,MetalSd,Slab,NA,0,882,1,0,3,TA,5,0,Attchd,1,2007,106500
,7446,Reg,Corner,BrkSide,1Fam,1Story,4,5,1941,1950,WdShing,CBlock,Rec,788,788,1,0,2,TA,4,2,NA,0,2006,100000
60,10134,Reg,Inside,OldTown,1Fam,1.5Fin,5,6,1940,1950,MetalSd,CBlock,Unf,735,1034,1,0,2,TA,5,0,Detchd,1,2007,109000
68,9571,Reg,Inside,Edwards,1Fam,1Story,5,6,1956,1956,Wd Sdng,CBlock,BLQ,1144,1144,1,0,3,TA,6,0,Attchd,1,2010,129000
60,7200,Reg,Inside,CollgCr,1Fam,1Story,5,5,1972,1972,MetalSd,CBlock,Rec,894,894,1,0,2,TA,6,0,Detchd,2,2009,123000
69,7590,Reg,Inside,NAmes,1Fam,2Story,5,5,1962,1962,VinylSd,CBlock,ALQ,864,1812,2,0,4,TA,8,1,Attchd,1,2007,169500
60,8967,Reg,Corner,IDOTRR,1Fam,1Story,5,2,1920,1950,MetalSd,BrkTil,Unf,961,1077,1,0,2,TA,6,0,Detchd,1,2007,67000
65,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,2006,2007,CemntBd,PConc,GLQ,1092,1550,2,0,2,Gd,7,0,Attchd,2,2009,241000
38,14963,IR2,Inside,Veenker,TwnhsE,1Story,8,5,1996,1996,BrkFace,PConc,GLQ,1260,1288,1,1,1,Ex,4,2,Attchd,2,2008,245500
65,8767,IR1,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,VinylSd,PConc,GLQ,1310,1310,2,0,3,Gd,6,1,Attchd,2,2006,164990
60,10200,Reg,Inside,Sawyer,1Fam,1Story,5,8,1940,1997,Wd Sdng,PConc,Unf,672,672,1,0,2,TA,4,0,Detchd,1,2008,108000
93,12090,Reg,Corner,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,PConc,Unf,1141,2263,2,1,4,Gd,10,1,BuiltIn,2,2006,258000
,10364,IR1,Inside,Gilbert,1Fam,2Story,6,5,1995,1996,MetalSd,PConc,Unf,806,1572,2,1,3,TA,7,1,BuiltIn,2,2007,168000
,9991,IR1,Corner,Sawyer,1Fam,1Story,4,4,1976,1993,Plywood,CBlock,BLQ,1281,1620,2,0,3,TA,8,1,Attchd,2,2009,150000
51,10480,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,1936,1950,MetalSd,BrkTil,Unf,1064,1639,1,0,3,TA,6,0,Detchd,1,2008,115000
63,15576,Reg,Inside,Crawfor,1Fam,2Story,6,7,1915,1976,Wd Sdng,BrkTil,Unf,840,1680,2,0,4,TA,8,0,Attchd,1,2008,177000
109,14154,Reg,Corner,NridgHt,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,Unf,1063,2172,2,1,3,Gd,9,1,Attchd,3,2007,280000
85,10800,Reg,Inside,Somerst,1Fam,2Story,8,5,2007,2008,VinylSd,PConc,GLQ,1034,2078,2,1,3,Ex,8,1,Attchd,3,2008,339750
68,9571,Reg,Inside,Edwards,1Fam,1Story,5,3,1958,1958,BrkComm,CBlock,Unf,1276,1276,1,0,3,TA,5,0,Attchd,1,2009,60000
100,34650,Reg,Inside,Gilbert,2fmCon,1Story,5,5,1955,1955,Wd Sdng,CBlock,Rec,1056,1056,1,0,3,TA,5,0,Attchd,2,2006,145000
,4403,IR2,Inside,Somerst,1Fam,1Story,7,5,2009,2009,MetalSd,PConc,GLQ,1470,1478,2,1,2,Gd,7,1,Attchd,2,2010,222000
56,8960,Reg,Inside,OldTown,1Fam,1Story,5,6,1927,1950,WdShing,CBlock,Unf,1008,1028,1,0,2,TA,5,1,Detchd,2,2010,115000
59,11228,IR2,CulDSac,SawyerW,1Fam,2Story,7,5,1993,1993,VinylSd,PConc,BLQ,1080,2097,2,1,3,Gd,9,1,Attchd,3,2008,228000
73,8899,IR1,Inside,Gilbert,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,GLQ,1340,1340,2,0,3,Gd,6,0,Attchd,2,2007,181134
74,7844,Reg,Inside,Sawyer,1Fam,2Story,6,7,1978,1978,HdBoard,CBlock,ALQ,672,1400,1,1,3,TA,6,1,Attchd,2,2006,149500
86,22420,IR1,Inside,Crawfor,1Fam,2Story,6,6,1918,1950,Wd Sdng,BrkTil,BLQ,1370,2624,2,1,4,TA,10,1,Detchd,3,2007,239000
60,8160,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1940,1950,MetalSd,BrkTil,ALQ,756,1134,1,1,3,TA,7,0,Detchd,1,2007,126000
65,8450,Reg,Inside,NAmes,1Fam,1Story,5,6,1968,1968,VinylSd,CBlock,BLQ,1056,1056,1,0,3,TA,6,1,Attchd,1,2010,142000
78,7060,Reg,Inside,Mitchel,Duplex,SFoyer,7,5,1997,1998,VinylSd,PConc,GLQ,1344,1344,2,0,2,TA,8,0,Attchd,4,2008,206300
,16635,IR1,FR2,NWAmes,1Fam,1Story,6,7,1977,2000,CemntBd,CBlock,ALQ,1602,1602,2,0,3,Gd,8,1,Attchd,2,2009,215000
100,21750,Reg,Inside,Mitchel,1Fam,1Story,5,5,1954,1954,HdBoard,CBlock,Unf,988,988,1,0,2,TA,4,0,Attchd,2,2008,113000
80,9200,Reg,Inside,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,PConc,GLQ,1470,2630,2,1,4,Gd,8,1,Attchd,3,2008,315000
72,9000,Reg,Inside,NAmes,1Fam,1Story,6,5,1956,1956,Wd Sdng,CBlock,LwQ,1196,1196,1,0,2,TA,6,1,Attchd,1,2008,139000
60,3378,Reg,Inside,OldTown,1Fam,2Story,7,8,1946,1992,HdBoard,CBlock,Unf,651,1389,1,1,3,TA,6,2,Detchd,1,2009,135000
,12800,Reg,Inside,SawyerW,1Fam,SLvl,7,5,1989,1989,Wd Sdng,PConc,GLQ,1518,1644,2,0,2,Gd,5,1,Attchd,2,2009,275000
77,8593,IR1,Inside,NAmes,1Fam,1Story,4,6,1957,1957,MetalSd,CBlock,Rec,907,907,1,0,3,TA,5,0,Detchd,1,2008,109008
64,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,GLQ,1208,1208,2,0,2,Gd,6,0,Attchd,2,2007,195400
130,11457,IR1,Corner,Timber,1Fam,1Story,6,5,1988,1988,HdBoard,CBlock,GLQ,1392,1412,2,0,3,Gd,6,1,Attchd,2,2009,175000
21,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,HdBoard,CBlock,ALQ,483,987,1,1,2,TA,4,0,Detchd,1,2008,85400
60,5586,IR1,Inside,OldTown,1Fam,1.5Fin,6,7,1920,1998,MetalSd,BrkTil,Unf,901,1198,1,0,4,TA,7,0,NA,0,2008,79900
24,1920,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1971,1971,HdBoard,CBlock,ALQ,765,1365,1,1,2,TA,6,0,Detchd,2,2007,122500
100,10839,IR1,Corner,Gilbert,1Fam,2Story,6,5,1997,1998,VinylSd,PConc,Unf,926,1604,2,1,3,TA,7,1,Attchd,2,2008,181000
21,1890,Reg,Inside,MeadowV,Twnhs,SFoyer,4,7,1972,1972,CemntBd,CBlock,ALQ,630,630,1,0,1,TA,3,0,NA,0,2008,81000
43,10667,IR2,CulDSac,CollgCr,1Fam,2Story,7,6,1996,1996,VinylSd,PConc,GLQ,799,1661,2,1,3,Gd,6,1,Attchd,2,2009,212000
40,4400,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,1920,1950,Stucco,BrkTil,Unf,648,1118,1,0,2,TA,6,0,Detchd,2,2006,116000
50,6000,Reg,Inside,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Wd Sdng,PConc,Unf,884,904,1,0,2,TA,4,0,Detchd,1,2009,119000
40,4280,Reg,Inside,Crawfor,1Fam,1Story,5,6,1913,2002,WdShing,PConc,LwQ,440,694,1,0,2,Gd,4,1,Detchd,1,2007,90350
67,12354,Reg,Corner,Edwards,1Fam,1.5Fin,6,8,1920,2000,Wd Sdng,BrkTil,Unf,684,1196,1,0,3,Gd,7,0,Detchd,2,2009,110000
105,15431,Reg,Inside,NridgHt,1Fam,1Story,10,5,2008,2008,VinylSd,PConc,GLQ,3094,2402,2,0,2,Ex,10,2,Attchd,3,2009,555000
92,12108,Reg,Inside,Edwards,Duplex,1Story,4,4,1955,1955,VinylSd,CBlock,ALQ,1440,1440,2,0,4,Fa,8,0,NA,0,2008,118000
52,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,7,1930,1992,MetalSd,PConc,Unf,1078,1573,2,0,3,TA,8,1,Detchd,2,2008,162900
53,3922,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,2007,WdShing,PConc,Unf,1258,1258,2,0,2,Gd,6,1,Attchd,3,2007,172500
70,8750,Reg,Inside,CollgCr,1Fam,2Story,7,5,1994,1995,VinylSd,PConc,GLQ,915,1908,2,1,4,Gd,8,1,Attchd,2,2008,210000
73,9855,Reg,Corner,Edwards,1Fam,1Story,6,5,1956,1956,Wd Sdng,CBlock,Unf,1436,1689,1,0,3,TA,7,1,Attchd,2,2009,127500
137,16492,IR1,Corner,NAmes,1Fam,1Story,6,6,1966,2002,BrkFace,CBlock,ALQ,1517,1888,2,1,2,Gd,6,1,Attchd,2,2010,190000
,11214,IR1,Corner,Gilbert,1Fam,2Story,7,5,1998,1999,VinylSd,PConc,Unf,930,1886,2,1,4,Gd,10,1,Attchd,2,2006,199900
50,8600,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,MetalSd,BrkTil,Unf,780,1376,2,0,3,TA,7,1,Detchd,1,2006,119500
50,6000,Reg,Inside,OldTown,1Fam,1.5Fin,3,7,1948,2002,MetalSd,CBlock,ALQ,649,1183,1,1,2,TA,6,0,Detchd,1,2007,120000
70,5684,Reg,Inside,OldTown,1Fam,1Story,6,8,1930,2005,Wd Sdng,BrkTil,Unf,813,813,1,0,2,Gd,5,0,Detchd,1,2006,110000
62,70761,IR1,Inside,ClearCr,1Fam,1Story,7,5,1975,1975,Plywood,CBlock,ALQ,1533,1533,2,0,2,Gd,5,2,Attchd,2,2006,280000
,9303,IR1,Corner,Timber,1Fam,2Story,6,5,1996,1997,VinylSd,PConc,ALQ,872,1756,2,1,3,TA,7,0,Attchd,2,2007,204000
75,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2008,2008,VinylSd,PConc,Unf,768,1590,2,1,3,Gd,6,0,Attchd,2,2009,210000
63,9297,Reg,Inside,Mitchel,Duplex,1Story,5,5,1976,1976,Plywood,CBlock,ALQ,1728,1728,2,0,4,TA,8,0,Detchd,2,2006,188000
80,9600,Reg,Inside,NWAmes,1Fam,1Story,7,6,1973,1973,HdBoard,CBlock,ALQ,1242,1242,1,1,3,TA,6,1,Attchd,2,2007,175500
34,4571,Reg,Inside,OldTown,1Fam,2Story,5,5,1916,1950,AsbShng,BrkTil,Unf,624,1344,1,0,4,TA,7,0,Detchd,3,2008,98000
,53227,IR1,CulDSac,ClearCr,1Fam,1Story,4,6,1954,1994,Plywood,CBlock,BLQ,1364,1663,1,0,2,Gd,6,2,Attchd,2,2008,256000
,5100,Reg,Inside,OldTown,1Fam,2Story,8,7,1925,1996,Stucco,PConc,Unf,588,1666,1,0,3,Gd,7,1,Detchd,1,2008,161000
,7015,IR1,Corner,BrkSide,1Fam,1.5Fin,5,4,1950,1950,MetalSd,CBlock,LwQ,709,1203,1,0,3,Gd,5,1,Detchd,1,2009,110000
75,8004,IR1,Inside,Somerst,1Fam,2Story,8,5,2009,2009,VinylSd,PConc,GLQ,832,1935,2,1,3,TA,8,0,BuiltIn,2,2009,263435
60,7200,Reg,Inside,SWISU,1Fam,2Story,7,9,1936,2007,Wd Sdng,PConc,ALQ,560,1135,1,0,3,Gd,6,0,Detchd,2,2009,155000
74,11988,IR1,Inside,Crawfor,1Fam,2Story,6,7,1934,1995,Stucco,CBlock,LwQ,715,1660,1,1,3,TA,6,1,Detchd,1,2008,188700
60,8430,Reg,Inside,CollgCr,1Fam,1Story,5,5,1978,1978,HdBoard,CBlock,Rec,1040,1040,2,0,3,TA,5,0,NA,0,2009,124000
,3072,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2004,2004,VinylSd,PConc,Unf,1375,1414,2,0,2,Gd,6,1,Attchd,2,2006,178740
85,10628,Reg,Inside,NAmes,1Fam,1Story,7,5,1970,1970,Plywood,CBlock,GLQ,1277,1277,1,0,2,TA,5,1,Attchd,2,2007,167000
79,9480,Reg,Inside,NAmes,1Fam,2Story,5,7,1942,1995,MetalSd,CBlock,LwQ,728,1644,1,1,3,Gd,7,2,Attchd,1,2007,146500
98,11428,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,Unf,1626,1634,2,0,3,Gd,7,1,Attchd,3,2007,250000
76,9291,IR1,Corner,SawyerW,1Fam,2Story,6,5,1993,1993,HdBoard,PConc,GLQ,832,1710,2,1,3,Gd,7,0,Attchd,2,2008,187000
,6820,IR1,Corner,StoneBr,TwnhsE,1Story,8,5,1985,1985,HdBoard,PConc,GLQ,1488,1502,1,1,1,Gd,4,0,Attchd,2,2010,212000
92,11952,Reg,Inside,NWAmes,1Fam,2Story,7,6,1977,1977,WdShing,CBlock,Unf,808,1969,2,1,3,TA,8,1,Attchd,2,2007,190000
35,3675,Reg,Inside,Edwards,TwnhsE,SLvl,6,5,2005,2005,VinylSd,PConc,GLQ,547,1072,1,0,2,TA,5,0,Basment,2,2008,148000
110,14977,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2007,VinylSd,PConc,GLQ,1976,1976,2,0,2,Gd,7,1,Attchd,3,2007,440000
41,5330,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2000,2000,CemntBd,PConc,GLQ,1494,1652,2,0,2,Ex,6,0,Attchd,2,2007,251000
80,8480,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,HdBoard,CBlock,GLQ,970,970,1,0,2,TA,5,0,Detchd,2,2007,132500
75,13125,Reg,Inside,CollgCr,1Fam,1Story,6,5,1997,1998,VinylSd,PConc,GLQ,1478,1493,2,0,3,Gd,7,1,Attchd,2,2008,208900
105,13693,Reg,Inside,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,PConc,Unf,2153,2643,2,1,3,Ex,9,1,BuiltIn,3,2007,380000
79,10637,Reg,Inside,CollgCr,1Fam,1Story,8,5,2007,2008,VinylSd,PConc,GLQ,1705,1718,2,0,3,Gd,7,1,Attchd,3,2009,297000
50,5925,Reg,Inside,OldTown,1Fam,1Story,4,7,1937,2000,Stucco,BrkTil,Rec,907,1131,1,0,2,TA,7,0,Detchd,2,2007,89471
98,16033,IR1,FR2,NridgHt,1Fam,1Story,9,5,2004,2005,VinylSd,PConc,GLQ,1833,1850,2,0,3,Gd,8,1,Attchd,3,2006,326000
72,11846,IR1,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,VinylSd,PConc,GLQ,1792,1792,2,0,2,Ex,6,1,Attchd,3,2006,374000
50,2500,Reg,Corner,OldTown,1Fam,2Story,7,8,1915,2005,Stucco,PConc,ALQ,910,1826,1,1,4,Ex,7,1,Attchd,1,2009,155000
32,4500,Reg,FR2,Mitchel,Twnhs,1Story,6,5,1998,1998,VinylSd,PConc,GLQ,1216,1216,2,0,2,TA,5,0,Attchd,2,2006,164000
